Iterasi,Jaringan,Format,Rendering,LCP,TBT,CLS,Payload
8,Broadband,SVG,CSR,1246.32,0.00,0.000,218.31
8,Broadband,GIF,SSR,2488.15,0.00,0.000,273.48
8,Broadband,GIF,CSR,2356.63,0.00,0.000,274.97
8,Fast 4G,Lottie,SSR,2438.20,7.33,0.000,1092.45
8,Fast 4G,Lottie,CSR,2262.39,0.00,0.000,1092.54
8,Fast 4G,SVG,SSR,2486.66,0.00,0.000,219.17
8,Fast 4G,SVG,CSR,2294.83,0.00,0.000,218.19
8,Fast 4G,GIF,SSR,2451.99,0.00,0.000,273.56
8,Fast 4G,GIF,CSR,2263.04,0.00,0.000,274.94
8,Slow 4G,Lottie,SSR,1508.18,123.54,0.000,1092.31
8,Slow 4G,Lottie,CSR,1301.45,94.08,0.000,1092.59
8,Slow 4G,SVG,SSR,3519.51,84.39,0.000,219.16
8,Slow 4G,SVG,CSR,3522.65,75.62,0.000,218.36
8,Slow 4G,GIF,SSR,5806.36,80.43,0.000,273.50
8,Slow 4G,GIF,CSR,7078.11,73.03,0.000,275.00
9,Broadband,Lottie,SSR,1440.22,0.00,0.000,1092.45
9,Broadband,Lottie,CSR,1213.53,0.00,0.000,1092.49
9,Broadband,SVG,SSR,2386.48,0.00,0.000,219.16
9,Broadband,SVG,CSR,2273.65,0.00,0.000,218.19
9,Broadband,GIF,SSR,2453.83,0.00,0.000,273.50
9,Broadband,GIF,CSR,2258.23,0.00,0.000,274.89
9,Fast 4G,Lottie,SSR,2410.60,8.17,0.000,1092.26
9,Fast 4G,Lottie,CSR,2259.41,0.00,0.000,1092.51
9,Fast 4G,SVG,SSR,2478.46,0.00,0.000,219.18
9,Fast 4G,SVG,CSR,2276.10,0.00,0.000,218.32
9,Fast 4G,GIF,SSR,2469.07,0.00,0.000,273.51
9,Fast 4G,GIF,CSR,2335.61,0.00,0.000,274.94
9,Slow 4G,Lottie,SSR,3518.59,119.10,0.000,1092.33
9,Slow 4G,Lottie,CSR,1402.81,71.63,0.000,1092.55
9,Slow 4G,SVG,SSR,1540.60,82.66,0.000,219.17
9,Slow 4G,SVG,CSR,1551.36,160.78,0.000,218.28
9,Slow 4G,GIF,SSR,5837.55,97.41,0.000,273.50
9,Slow 4G,GIF,CSR,7066.61,69.92,0.000,274.94
10,Broadband,Lottie,SSR,385.77,0.00,0.000,1092.45
10,Broadband,Lottie,CSR,1272.22,0.00,0.000,1092.47
10,Broadband,SVG,SSR,2457.97,0.00,0.000,219.17
10,Broadband,SVG,CSR,261.56,0.00,0.000,218.31
10,Broadband,GIF,SSR,2490.82,0.00,0.000,273.48
10,Broadband,GIF,CSR,592.74,0.00,0.000,274.94
10,Fast 4G,Lottie,SSR,2437.67,6.41,0.000,1092.28
10,Fast 4G,Lottie,CSR,2253.52,0.00,0.000,1092.48
10,Fast 4G,SVG,SSR,2457.30,0.00,0.000,219.19
10,Fast 4G,SVG,CSR,2257.50,0.00,0.000,218.26
10,Fast 4G,GIF,SSR,2465.10,0.00,0.000,273.51
10,Fast 4G,GIF,CSR,2260.73,0.00,0.000,274.94
10,Slow 4G,Lottie,SSR,3518.80,131.51,0.000,1092.24
10,Slow 4G,Lottie,CSR,3531.91,68.07,0.000,1092.56
10,Slow 4G,SVG,SSR,1488.94,61.48,0.000,219.17
10,Slow 4G,SVG,CSR,2502.64,75.04,0.000,218.27
10,Slow 4G,GIF,SSR,5785.69,118.76,0.000,273.55
10,Slow 4G,GIF,CSR,7090.39,80.03,0.000,275.00
11,Broadband,Lottie,SSR,2516.40,0.00,0.000,1092.27
11,Broadband,Lottie,CSR,2256.42,0.00,0.000,1092.50
11,Broadband,SVG,SSR,1482.05,0.00,0.000,219.15
11,Broadband,SVG,CSR,2272.69,0.00,0.000,218.04
11,Broadband,GIF,SSR,2474.05,0.00,0.000,273.44
11,Broadband,GIF,CSR,1342.36,0.00,0.000,274.95
11,Fast 4G,Lottie,SSR,2480.89,5.51,0.000,1092.38
11,Fast 4G,Lottie,CSR,2283.80,0.00,0.000,1092.44
11,Fast 4G,SVG,SSR,2495.28,0.00,0.000,219.17
11,Fast 4G,SVG,CSR,2263.28,0.00,0.000,218.28
11,Fast 4G,GIF,SSR,2479.86,0.00,0.000,273.52
11,Fast 4G,GIF,CSR,2341.77,0.00,0.000,274.93
11,Slow 4G,Lottie,SSR,1596.49,117.64,0.000,1092.22
11,Slow 4G,Lottie,CSR,3529.69,86.41,0.000,1092.58
11,Slow 4G,SVG,SSR,1719.56,74.39,0.000,219.17
11,Slow 4G,SVG,CSR,1207.01,66.22,0.000,218.32
11,Slow 4G,GIF,SSR,5784.60,67.79,0.000,273.51
11,Slow 4G,GIF,CSR,7171.99,74.77,0.000,275.06
12,Broadband,Lottie,SSR,1417.35,0.00,0.000,1092.48
12,Broadband,Lottie,CSR,2259.22,0.00,0.000,1092.46
12,Broadband,SVG,SSR,1471.24,0.00,0.000,219.21
12,Broadband,SVG,CSR,2203.76,0.00,0.000,218.17
12,Broadband,GIF,SSR,2462.45,0.00,0.000,273.50
12,Broadband,GIF,CSR,2237.74,0.00,0.000,274.92
12,Fast 4G,Lottie,SSR,2458.59,3.05,0.000,1092.43
12,Fast 4G,Lottie,CSR,2257.95,0.00,0.000,1092.54
12,Fast 4G,SVG,SSR,2415.40,0.00,0.000,219.14
12,Fast 4G,SVG,CSR,2254.63,0.00,0.000,218.33
12,Fast 4G,GIF,SSR,2448.63,0.00,0.000,273.45
12,Fast 4G,GIF,CSR,2323.13,0.00,0.000,275.00
12,Slow 4G,Lottie,SSR,3522.63,123.84,0.000,1092.37
12,Slow 4G,Lottie,CSR,3549.68,64.78,0.000,1092.56
12,Slow 4G,SVG,SSR,1665.01,81.12,0.000,219.22
12,Slow 4G,SVG,CSR,1526.74,69.86,0.000,218.35
12,Slow 4G,GIF,SSR,5771.14,87.57,0.000,273.56
12,Slow 4G,GIF,CSR,7056.40,73.88,0.000,274.99
13,Broadband,Lottie,SSR,2450.42,0.00,0.000,1092.32
13,Broadband,Lottie,CSR,1275.69,0.00,0.000,1092.51
13,Broadband,SVG,SSR,2426.46,0.00,0.000,219.13
13,Broadband,SVG,CSR,2252.09,0.00,0.000,218.31
13,Broadband,GIF,SSR,2483.28,0.00,0.000,273.48
13,Broadband,GIF,CSR,2286.74,0.00,0.000,274.77
13,Fast 4G,Lottie,SSR,2432.31,5.99,0.000,1092.38
13,Fast 4G,Lottie,CSR,2283.64,0.00,0.000,1092.53
13,Fast 4G,SVG,SSR,2460.44,0.00,0.000,219.13
13,Fast 4G,SVG,CSR,2255.97,0.00,0.000,218.33
13,Fast 4G,GIF,SSR,2427.59,0.00,0.000,273.45
13,Fast 4G,GIF,CSR,2439.59,0.00,0.000,275.00
13,Slow 4G,Lottie,SSR,1554.53,121.75,0.000,1092.49
13,Slow 4G,Lottie,CSR,1682.21,77.17,0.000,1092.53
13,Slow 4G,SVG,SSR,1594.16,114.52,0.000,219.22
13,Slow 4G,SVG,CSR,1825.87,76.63,0.000,218.34
13,Slow 4G,GIF,SSR,5810.60,96.68,0.000,273.54
13,Slow 4G,GIF,CSR,7097.33,79.69,0.000,274.96
14,Broadband,Lottie,SSR,1441.24,0.00,0.000,1092.21
14,Broadband,Lottie,CSR,1265.91,0.00,0.000,1092.45
14,Broadband,SVG,SSR,2383.27,0.00,0.000,219.17
14,Broadband,SVG,CSR,2285.76,0.00,0.000,218.30
14,Broadband,GIF,SSR,2470.87,0.00,0.000,273.46
14,Broadband,GIF,CSR,2286.64,0.00,0.000,274.95
14,Fast 4G,Lottie,SSR,2448.30,5.35,0.000,1092.46
14,Fast 4G,Lottie,CSR,2260.83,0.00,0.000,1092.48
14,Fast 4G,SVG,SSR,2453.41,0.00,0.000,219.14
14,Fast 4G,SVG,CSR,2269.65,0.00,0.000,218.19
14,Fast 4G,GIF,SSR,1766.08,6.13,0.000,273.49
14,Fast 4G,GIF,CSR,2348.49,0.00,0.000,274.96
14,Slow 4G,Lottie,SSR,1634.88,128.52,0.000,1092.53
14,Slow 4G,Lottie,CSR,1464.38,87.85,0.000,1092.55
14,Slow 4G,SVG,SSR,1499.64,77.12,0.000,219.20
14,Slow 4G,SVG,CSR,1733.05,67.43,0.000,218.33
14,Slow 4G,GIF,SSR,5761.69,119.80,0.000,273.55
14,Slow 4G,GIF,CSR,7091.22,73.93,0.000,275.02
15,Broadband,Lottie,SSR,2399.95,0.00,0.000,1092.36
15,Broadband,Lottie,CSR,2235.60,0.00,0.000,1092.50
15,Broadband,SVG,SSR,1438.13,0.00,0.000,219.17
15,Broadband,SVG,CSR,2275.16,0.00,0.000,218.29
15,Broadband,GIF,SSR,2466.01,0.00,0.000,273.50
15,Broadband,GIF,CSR,2263.91,0.00,0.000,274.94
15,Fast 4G,Lottie,SSR,2471.62,7.50,0.000,1092.46
15,Fast 4G,Lottie,CSR,2267.62,0.00,0.000,1092.51
15,Fast 4G,SVG,SSR,2470.16,0.00,0.000,219.20
15,Fast 4G,SVG,CSR,2258.13,0.00,0.000,218.28
15,Fast 4G,GIF,SSR,2418.13,0.00,0.000,273.49
15,Fast 4G,GIF,CSR,2308.81,0.00,0.000,274.96
15,Slow 4G,Lottie,SSR,3522.48,120.21,0.000,1092.30
15,Slow 4G,Lottie,CSR,1438.39,85.22,0.000,1092.58
15,Slow 4G,SVG,SSR,3514.58,74.45,0.000,219.16
15,Slow 4G,SVG,CSR,1604.66,67.76,0.000,218.36
15,Slow 4G,GIF,SSR,5781.44,84.22,0.000,273.51
15,Slow 4G,GIF,CSR,7102.90,82.97,0.000,275.02
16,Broadband,Lottie,SSR,2485.55,0.00,0.000,1092.34
16,Broadband,Lottie,CSR,2268.95,0.00,0.000,1092.48
16,Broadband,SVG,SSR,2517.70,0.00,0.000,219.16
16,Broadband,SVG,CSR,2274.77,0.00,0.000,218.20
16,Broadband,GIF,SSR,2482.85,0.00,0.000,273.45
16,Broadband,GIF,CSR,1351.27,0.00,0.000,274.74
16,Fast 4G,Lottie,SSR,2452.98,5.86,0.000,1092.25
16,Fast 4G,Lottie,CSR,2265.64,0.00,0.000,1092.45
16,Fast 4G,SVG,SSR,2496.56,0.00,0.000,219.16
16,Fast 4G,SVG,CSR,2270.68,0.00,0.000,218.28
16,Fast 4G,GIF,SSR,2400.28,0.00,0.000,273.48
16,Fast 4G,GIF,CSR,2346.50,0.00,0.000,274.92
16,Slow 4G,Lottie,SSR,3532.97,145.09,0.000,1092.53
16,Slow 4G,Lottie,CSR,2515.44,77.24,0.000,1092.54
16,Slow 4G,SVG,SSR,1565.19,74.79,0.000,219.19
16,Slow 4G,SVG,CSR,3515.43,64.10,0.000,218.23
16,Slow 4G,GIF,SSR,5774.13,89.12,0.000,273.58
16,Slow 4G,GIF,CSR,7072.37,66.93,0.000,274.98
17,Broadband,Lottie,SSR,1478.55,0.00,0.000,1092.42
17,Broadband,Lottie,CSR,2267.11,0.00,0.000,1092.49
17,Broadband,SVG,SSR,1446.67,0.00,0.000,219.12
17,Broadband,SVG,CSR,2282.26,0.00,0.000,218.22
17,Broadband,GIF,SSR,2424.09,0.00,0.000,273.48
17,Broadband,GIF,CSR,2267.95,0.00,0.000,274.84
17,Fast 4G,Lottie,SSR,2454.86,8.65,0.000,1092.30
17,Fast 4G,Lottie,CSR,2279.35,0.00,0.000,1092.50
17,Fast 4G,SVG,SSR,2490.21,0.00,0.000,219.14
17,Fast 4G,SVG,CSR,2272.16,0.00,0.000,218.32
17,Fast 4G,GIF,SSR,2475.55,0.00,0.000,273.52
17,Fast 4G,GIF,CSR,2268.61,0.00,0.000,274.96
17,Slow 4G,Lottie,SSR,1526.98,125.44,0.000,1092.33
17,Slow 4G,Lottie,CSR,1486.64,82.86,0.000,1092.51
17,Slow 4G,SVG,SSR,1676.41,100.27,0.000,219.19
17,Slow 4G,SVG,CSR,1418.13,68.24,0.000,218.19
17,Slow 4G,GIF,SSR,6030.49,80.43,0.000,273.54
17,Slow 4G,GIF,CSR,7103.27,73.31,0.000,274.99
18,Broadband,Lottie,SSR,2494.24,0.00,0.000,1092.20
18,Broadband,Lottie,CSR,1224.73,0.00,0.000,1092.48
18,Broadband,SVG,SSR,2494.82,0.00,0.000,219.10
18,Broadband,SVG,CSR,1154.26,0.00,0.000,218.19
18,Broadband,GIF,SSR,2428.40,0.00,0.000,273.42
18,Broadband,GIF,CSR,1354.11,0.00,0.000,274.84
18,Fast 4G,Lottie,SSR,2490.07,7.38,0.000,1092.58
18,Fast 4G,Lottie,CSR,2258.36,0.00,0.000,1092.51
18,Fast 4G,SVG,SSR,2431.89,0.00,0.000,219.12
18,Fast 4G,SVG,CSR,2258.24,0.00,0.000,218.29
18,Fast 4G,GIF,SSR,2516.37,0.00,0.000,273.48
18,Fast 4G,GIF,CSR,2302.48,0.00,0.000,274.74
18,Slow 4G,Lottie,SSR,2534.69,160.80,0.000,1092.44
18,Slow 4G,Lottie,CSR,1518.88,69.85,0.000,1092.55
18,Slow 4G,SVG,SSR,1486.87,88.68,0.000,219.17
18,Slow 4G,SVG,CSR,1558.89,70.62,0.000,218.38
18,Slow 4G,GIF,SSR,5767.66,84.88,0.000,273.51
18,Slow 4G,GIF,CSR,7068.49,78.23,0.000,274.99
19,Broadband,Lottie,SSR,2394.35,0.00,0.000,1092.42
19,Broadband,Lottie,CSR,2300.39,0.00,0.000,1092.45
19,Broadband,SVG,SSR,2454.05,0.00,0.000,219.15
19,Broadband,SVG,CSR,2247.07,0.00,0.000,218.18
19,Broadband,GIF,SSR,2391.66,0.00,0.000,273.46
19,Broadband,GIF,CSR,2278.74,0.00,0.000,274.93
19,Fast 4G,Lottie,SSR,2458.31,10.06,0.000,1092.67
19,Fast 4G,Lottie,CSR,2277.00,0.00,0.000,1092.43
19,Fast 4G,SVG,SSR,2499.76,0.00,0.000,219.18
19,Fast 4G,SVG,CSR,2259.59,0.00,0.000,218.17
19,Fast 4G,GIF,SSR,2433.49,0.00,0.000,273.51
19,Fast 4G,GIF,CSR,2362.24,0.00,0.000,274.81
19,Slow 4G,Lottie,SSR,2262.37,119.21,0.000,1092.78
19,Slow 4G,Lottie,CSR,1410.83,125.26,0.000,1092.55
19,Slow 4G,SVG,SSR,1628.79,77.59,0.000,219.18
19,Slow 4G,SVG,CSR,1640.55,70.69,0.000,218.37
19,Slow 4G,GIF,SSR,5420.05,83.51,0.000,273.52
19,Slow 4G,GIF,CSR,7076.22,64.60,0.000,274.99
20,Broadband,Lottie,SSR,467.13,0.00,0.000,1092.64
20,Broadband,Lottie,CSR,1258.73,0.00,0.000,1092.45
20,Broadband,SVG,SSR,2420.67,0.00,0.000,219.16
20,Broadband,SVG,CSR,2263.56,0.00,0.000,218.29
20,Broadband,GIF,SSR,2387.18,0.00,0.000,273.48
20,Broadband,GIF,CSR,2302.04,0.00,0.000,274.89
20,Fast 4G,Lottie,SSR,2494.85,6.98,0.000,1092.27
20,Fast 4G,Lottie,CSR,2267.04,0.00,0.000,1092.44
20,Fast 4G,SVG,SSR,2381.99,0.00,0.000,219.18
20,Fast 4G,SVG,CSR,2249.42,0.00,0.000,218.06
20,Fast 4G,GIF,SSR,2489.36,0.00,0.000,273.50
20,Fast 4G,GIF,CSR,2330.11,0.00,0.000,274.93
20,Slow 4G,Lottie,SSR,3528.44,126.75,0.000,1092.29
20,Slow 4G,Lottie,CSR,1753.01,79.76,0.000,1092.59
20,Slow 4G,SVG,SSR,2528.57,72.60,0.000,219.17
20,Slow 4G,SVG,CSR,1712.97,76.22,0.000,218.34
20,Slow 4G,GIF,SSR,5777.91,91.24,0.000,273.52
20,Slow 4G,GIF,CSR,7061.26,78.01,0.000,274.99
21,Broadband,Lottie,SSR,2599.57,0.00,0.000,1092.23
21,Broadband,Lottie,CSR,2278.59,0.00,0.000,1092.46
21,Broadband,SVG,SSR,1398.32,0.00,0.000,219.16
21,Broadband,SVG,CSR,2245.56,0.00,0.000,218.06
21,Broadband,GIF,SSR,2461.01,0.00,0.000,273.44
21,Broadband,GIF,CSR,2251.35,0.00,0.000,274.95
21,Fast 4G,Lottie,SSR,2474.02,4.78,0.000,1092.45
21,Fast 4G,Lottie,CSR,2268.59,0.00,0.000,1092.46
21,Fast 4G,SVG,SSR,2494.32,0.00,0.000,219.20
21,Fast 4G,SVG,CSR,2262.26,0.00,0.000,218.28
21,Fast 4G,GIF,SSR,2500.37,0.00,0.000,273.49
21,Fast 4G,GIF,CSR,2345.44,0.00,0.000,274.93
21,Slow 4G,Lottie,SSR,1556.99,110.87,0.000,1092.48
21,Slow 4G,Lottie,CSR,3549.87,65.84,0.000,1092.58
21,Slow 4G,SVG,SSR,1583.45,71.59,0.000,219.16
21,Slow 4G,SVG,CSR,1637.62,64.98,0.000,218.29
21,Slow 4G,GIF,SSR,5786.85,113.45,0.000,273.51
21,Slow 4G,GIF,CSR,7094.58,85.47,0.000,275.02
22,Broadband,Lottie,SSR,2417.17,0.00,0.000,1092.28
22,Broadband,Lottie,CSR,1255.58,0.00,0.000,1092.55
22,Broadband,SVG,SSR,2479.24,0.00,0.000,219.14
22,Broadband,SVG,CSR,173.50,0.00,0.000,218.17
22,Broadband,GIF,SSR,2489.64,0.00,0.000,273.48
22,Broadband,GIF,CSR,2271.93,0.00,0.000,274.94
22,Fast 4G,Lottie,SSR,2487.43,7.90,0.000,1092.29
22,Fast 4G,Lottie,CSR,2276.72,0.00,0.000,1092.45
22,Fast 4G,SVG,SSR,2420.72,0.00,0.000,219.17
22,Fast 4G,SVG,CSR,2250.51,0.00,0.000,218.30
22,Fast 4G,GIF,SSR,2462.00,0.00,0.000,273.43
22,Fast 4G,GIF,CSR,2290.31,0.00,0.000,274.97
22,Slow 4G,Lottie,SSR,3540.70,126.44,0.000,1092.45
22,Slow 4G,Lottie,CSR,1656.88,69.49,0.000,1092.54
22,Slow 4G,SVG,SSR,2523.21,81.33,0.000,219.18
22,Slow 4G,SVG,CSR,3542.11,64.07,0.000,218.30
22,Slow 4G,GIF,SSR,5754.48,84.14,0.000,273.50
22,Slow 4G,GIF,CSR,7090.18,96.16,0.000,274.98
23,Broadband,Lottie,SSR,2425.13,0.00,0.000,1092.39
23,Broadband,Lottie,CSR,437.76,0.00,0.000,1092.40
23,Broadband,SVG,SSR,2499.10,0.00,0.000,219.14
23,Broadband,SVG,CSR,2285.58,0.00,0.000,218.28
23,Broadband,GIF,SSR,2391.01,0.00,0.000,273.49
23,Broadband,GIF,CSR,2269.16,0.00,0.000,274.95
23,Fast 4G,Lottie,SSR,2495.83,6.96,0.000,1092.44
23,Fast 4G,Lottie,CSR,2263.77,0.00,0.000,1092.46
23,Fast 4G,SVG,SSR,2523.62,0.00,0.000,219.18
23,Fast 4G,SVG,CSR,2261.01,0.00,0.000,218.27
23,Fast 4G,GIF,SSR,2497.38,0.00,0.000,273.47
23,Fast 4G,GIF,CSR,2378.44,0.00,0.000,274.92
23,Slow 4G,Lottie,SSR,3511.59,132.53,0.000,1092.43
23,Slow 4G,Lottie,CSR,1734.78,87.66,0.000,1092.55
23,Slow 4G,SVG,SSR,1487.01,81.71,0.000,219.17
23,Slow 4G,SVG,CSR,1816.38,91.08,0.000,218.38
23,Slow 4G,GIF,SSR,5780.53,90.13,0.000,273.53
23,Slow 4G,GIF,CSR,7076.96,88.03,0.000,275.04
24,Broadband,Lottie,SSR,1408.24,0.00,0.000,1092.31
24,Broadband,Lottie,CSR,2277.34,0.00,0.000,1092.46
24,Broadband,SVG,SSR,2481.67,0.00,0.000,219.16
24,Broadband,SVG,CSR,2249.64,0.00,0.000,218.14
24,Broadband,GIF,SSR,2466.90,0.00,0.000,273.46
24,Broadband,GIF,CSR,2249.34,0.00,0.000,274.80
24,Fast 4G,Lottie,SSR,2426.31,5.99,0.000,1092.25
24,Fast 4G,Lottie,CSR,2259.54,0.00,0.000,1092.53
24,Fast 4G,SVG,SSR,2456.08,0.00,0.000,219.18
24,Fast 4G,SVG,CSR,2251.43,0.00,0.000,218.27
24,Fast 4G,GIF,SSR,2465.88,0.00,0.000,273.51
24,Fast 4G,GIF,CSR,2276.72,0.00,0.000,274.93
24,Slow 4G,Lottie,SSR,3525.01,127.91,0.000,1092.40
24,Slow 4G,Lottie,CSR,1460.57,76.16,0.000,1092.58
24,Slow 4G,SVG,SSR,1419.16,80.54,0.000,219.18
24,Slow 4G,SVG,CSR,1751.59,78.82,0.000,218.38
24,Slow 4G,GIF,SSR,5765.67,90.10,0.000,273.51
24,Slow 4G,GIF,CSR,7054.35,75.40,0.000,275.01
25,Broadband,Lottie,SSR,2451.43,0.00,0.000,1092.20
25,Broadband,Lottie,CSR,2256.67,0.00,0.000,1092.50
25,Broadband,SVG,SSR,1437.18,0.00,0.000,219.17
25,Broadband,SVG,CSR,2256.11,0.00,0.000,218.25
25,Broadband,GIF,SSR,2419.82,0.00,0.000,273.53
25,Broadband,GIF,CSR,1322.99,0.00,0.000,274.94
25,Fast 4G,Lottie,SSR,2453.78,7.49,0.000,1092.59
25,Fast 4G,Lottie,CSR,2251.18,0.00,0.000,1092.38
25,Fast 4G,SVG,SSR,2411.53,0.00,0.000,219.20
25,Fast 4G,SVG,CSR,2283.96,0.00,0.000,218.07
25,Fast 4G,GIF,SSR,1302.90,9.12,0.000,273.51
25,Fast 4G,GIF,CSR,2264.41,0.00,0.000,274.95
25,Slow 4G,Lottie,SSR,3519.09,134.48,0.000,1092.64
25,Slow 4G,Lottie,CSR,1624.52,67.84,0.000,1092.52
25,Slow 4G,SVG,SSR,1654.39,85.72,0.000,219.18
25,Slow 4G,SVG,CSR,1637.46,63.73,0.000,218.37
25,Slow 4G,GIF,SSR,5802.82,99.65,0.000,273.49
25,Slow 4G,GIF,CSR,7063.08,84.06,0.000,274.92
26,Broadband,Lottie,SSR,2488.28,0.00,0.000,1092.26
26,Broadband,Lottie,CSR,166.88,0.00,0.000,1092.50
26,Broadband,SVG,SSR,363.73,0.00,0.000,219.11
26,Broadband,SVG,CSR,1232.23,0.00,0.000,218.31
26,Broadband,GIF,SSR,2466.70,0.00,0.000,273.46
26,Broadband,GIF,CSR,2379.40,0.00,0.000,274.85
26,Fast 4G,Lottie,SSR,2493.56,7.13,0.000,1092.15
26,Fast 4G,Lottie,CSR,2265.60,0.00,0.000,1092.48
26,Fast 4G,SVG,SSR,2480.66,0.00,0.000,219.13
26,Fast 4G,SVG,CSR,2258.11,0.00,0.000,218.32
26,Fast 4G,GIF,SSR,2419.67,0.00,0.000,273.47
26,Fast 4G,GIF,CSR,2326.30,0.00,0.000,274.96
26,Slow 4G,Lottie,SSR,3551.57,133.21,0.000,1092.28
26,Slow 4G,Lottie,CSR,3518.75,71.12,0.000,1092.49
26,Slow 4G,SVG,SSR,1717.80,79.55,0.000,219.23
26,Slow 4G,SVG,CSR,3539.76,72.80,0.000,218.16
26,Slow 4G,GIF,SSR,5779.69,79.45,0.000,273.55
26,Slow 4G,GIF,CSR,7042.97,75.78,0.000,274.95
27,Broadband,Lottie,SSR,2440.77,0.00,0.000,1092.27
27,Broadband,Lottie,CSR,2146.25,0.00,0.000,1092.44
27,Broadband,SVG,SSR,1417.66,0.00,0.000,219.18
27,Broadband,SVG,CSR,1257.29,0.00,0.000,218.16
27,Broadband,GIF,SSR,2433.81,0.00,0.000,273.47
27,Broadband,GIF,CSR,2262.94,0.00,0.000,274.89
27,Fast 4G,Lottie,SSR,2473.24,4.05,0.000,1092.36
27,Fast 4G,Lottie,CSR,2259.68,0.00,0.000,1092.42
27,Fast 4G,SVG,SSR,2425.15,0.00,0.000,219.20
27,Fast 4G,SVG,CSR,2255.67,0.00,0.000,218.15
27,Fast 4G,GIF,SSR,2512.58,0.00,0.000,273.51
27,Fast 4G,GIF,CSR,2274.15,0.00,0.000,274.94
27,Slow 4G,Lottie,SSR,3529.36,131.55,0.000,1092.31
27,Slow 4G,Lottie,CSR,1530.42,80.03,0.000,1092.59
27,Slow 4G,SVG,SSR,1413.00,72.35,0.000,219.18
27,Slow 4G,SVG,CSR,1698.30,72.23,0.000,218.37
27,Slow 4G,GIF,SSR,5770.73,82.59,0.000,273.52
27,Slow 4G,GIF,CSR,7068.91,77.64,0.000,275.02
28,Broadband,Lottie,SSR,2462.54,0.00,0.000,1092.49
28,Broadband,Lottie,CSR,270.76,0.00,0.000,1092.50
28,Broadband,SVG,SSR,2491.22,0.00,0.000,219.17
28,Broadband,SVG,CSR,1155.11,0.00,0.000,218.27
28,Broadband,GIF,SSR,2451.03,0.00,0.000,273.47
28,Broadband,GIF,CSR,2276.89,0.00,0.000,274.95
28,Fast 4G,Lottie,SSR,739.24,5.88,0.000,1092.65
28,Fast 4G,Lottie,CSR,2251.05,0.00,0.000,1092.51
28,Fast 4G,SVG,SSR,2443.36,0.00,0.000,219.13
28,Fast 4G,SVG,CSR,2250.09,0.00,0.000,218.29
28,Fast 4G,GIF,SSR,2467.79,0.00,0.000,273.44
28,Fast 4G,GIF,CSR,2302.10,0.00,0.000,274.97
28,Slow 4G,Lottie,SSR,1515.69,116.06,0.000,1092.46
28,Slow 4G,Lottie,CSR,1567.37,71.93,0.000,1092.55
28,Slow 4G,SVG,SSR,1492.74,70.48,0.000,219.18
28,Slow 4G,SVG,CSR,2516.12,76.12,0.000,218.23
28,Slow 4G,GIF,SSR,5768.68,82.41,0.000,273.54
28,Slow 4G,GIF,CSR,7150.41,81.34,0.000,274.98
29,Broadband,Lottie,SSR,1494.62,0.00,0.000,1092.27
29,Broadband,Lottie,CSR,1280.10,0.00,0.000,1092.45
29,Broadband,SVG,SSR,2402.79,0.00,0.000,219.19
29,Broadband,SVG,CSR,2251.62,0.00,0.000,218.25
29,Broadband,GIF,SSR,2411.14,0.00,0.000,273.52
29,Broadband,GIF,CSR,454.78,0.00,0.000,274.94
29,Fast 4G,Lottie,SSR,828.98,11.74,0.000,1092.46
29,Fast 4G,Lottie,CSR,2263.63,0.00,0.000,1092.51
29,Fast 4G,SVG,SSR,2456.93,0.00,0.000,219.13
29,Fast 4G,SVG,CSR,2255.06,0.00,0.000,218.16
29,Fast 4G,GIF,SSR,2454.29,0.00,0.000,273.53
29,Fast 4G,GIF,CSR,2352.67,0.00,0.000,274.95
29,Slow 4G,Lottie,SSR,1585.46,121.96,0.000,1092.37
29,Slow 4G,Lottie,CSR,1653.06,115.58,0.000,1092.59
29,Slow 4G,SVG,SSR,1715.13,76.31,0.000,219.17
29,Slow 4G,SVG,CSR,1782.90,73.61,0.000,218.37
29,Slow 4G,GIF,SSR,5787.97,92.19,0.000,273.54
29,Slow 4G,GIF,CSR,7072.58,73.82,0.000,274.89
30,Broadband,Lottie,SSR,2495.13,0.00,0.000,1092.44
30,Broadband,Lottie,CSR,2274.01,0.00,0.000,1092.48
30,Broadband,SVG,SSR,1441.94,0.00,0.000,219.16
30,Broadband,SVG,CSR,1284.20,0.00,0.000,218.29
30,Broadband,GIF,SSR,2408.75,0.00,0.000,273.48
30,Broadband,GIF,CSR,537.77,0.00,0.000,274.79
30,Fast 4G,Lottie,SSR,2432.63,11.01,0.000,1092.42
30,Fast 4G,Lottie,CSR,2269.14,0.00,0.000,1092.50
30,Fast 4G,SVG,SSR,2491.45,0.00,0.000,219.12
30,Fast 4G,SVG,CSR,2296.42,0.00,0.000,218.27
30,Fast 4G,GIF,SSR,2445.35,0.00,0.000,273.51
30,Fast 4G,GIF,CSR,2301.99,0.00,0.000,274.90
30,Slow 4G,Lottie,SSR,3545.95,118.34,0.000,1092.46
30,Slow 4G,Lottie,CSR,2536.46,62.16,0.000,1092.59
30,Slow 4G,SVG,SSR,1624.87,75.03,0.000,219.16
30,Slow 4G,SVG,CSR,1637.42,73.46,0.000,218.42
30,Slow 4G,GIF,SSR,5774.99,93.19,0.000,273.49
30,Slow 4G,GIF,CSR,7097.16,74.03,0.000,275.01
